,0,1,2
781,maszyną,1,internet stacjonarny
782,login,2,internet stacjonarny
783,firmę,1,internet stacjonarny
784,skontaktować,1,internet stacjonarny
785,wpisaniu,2,internet stacjonarny
786,jakbyś,1,internet stacjonarny
787,zaapelował,1,internet stacjonarny
788,cisza,1,internet stacjonarny
789,wirtualna,3,internet stacjonarny
790,zwykłego,1,internet stacjonarny
791,mobil,2,internet stacjonarny
792,status,2,internet stacjonarny
793,programu,5,internet stacjonarny
794,przychodzą,1,internet stacjonarny
795,zgłoszona,1,internet stacjonarny
796,zapłaciłem,1,internet stacjonarny
797,zawód,1,internet stacjonarny
798,rędziny,1,internet stacjonarny
799,gadkę,1,internet stacjonarny
800,ip,26,internet stacjonarny
801,wkurzające,1,internet stacjonarny
802,łącza,1,internet stacjonarny
803,mieszkam,3,internet stacjonarny
804,idącego,1,internet stacjonarny
805,sytuacjach,1,internet stacjonarny
806,wiesz,2,internet stacjonarny
807,rozmowy,1,internet stacjonarny
808,zmieniony,1,internet stacjonarny
809,sezamowa,1,internet stacjonarny
810,doliczyć,1,internet stacjonarny
811,momencie,1,internet stacjonarny
812,prosi,1,internet stacjonarny
813,zmienny,1,internet stacjonarny
814,palermo,1,internet stacjonarny
815,rozpoznawania,1,internet stacjonarny
816,tabletu,2,internet stacjonarny
817,światełka,1,internet stacjonarny
818,wypowiedzenie,1,internet stacjonarny
819,awarie,1,internet stacjonarny
820,dzwoniły,1,internet stacjonarny
821,rozwiązać,1,internet stacjonarny
822,światłowodu,4,internet stacjonarny
823,ustka,1,internet stacjonarny
824,nieprawidłowy,1,internet stacjonarny
825,dokumenty,1,internet stacjonarny
826,suko,1,internet stacjonarny
827,jakiej,2,internet stacjonarny
828,zapytać,11,internet stacjonarny
829,wyjaśnienie,2,internet stacjonarny
830,mobilnym,3,internet stacjonarny
831,wąglik,1,internet stacjonarny
832,łączność,1,internet stacjonarny
833,zasadzie,3,internet stacjonarny
834,innego,1,internet stacjonarny
835,analizować,1,internet stacjonarny
836,technicznego,1,internet stacjonarny
837,łubie,1,internet stacjonarny
838,razem,10,internet stacjonarny
839,pełne,1,internet stacjonarny
840,rozumiecie,1,internet stacjonarny
841,nazwa,1,internet stacjonarny
842,domowego,337,internet stacjonarny
843,modelem,1,internet stacjonarny
844,pakietem,1,internet stacjonarny
845,dwunastą,2,internet stacjonarny
846,smugę,1,internet stacjonarny
847,aktywowany,1,internet stacjonarny
848,konfigurację,2,internet stacjonarny
849,netflixa,1,internet stacjonarny
850,podłączenie,12,internet stacjonarny
851,centrum,1,internet stacjonarny
852,laptopem,3,internet stacjonarny
853,witosa,1,internet stacjonarny
854,działający,2,internet stacjonarny
855,denon,1,internet stacjonarny
856,awaria,38,internet stacjonarny
857,składka,1,internet stacjonarny
858,adresem,2,internet stacjonarny
859,dotyczące,1,internet stacjonarny
860,grać,2,internet stacjonarny
861,konkretnie,8,internet stacjonarny
862,darmowy,1,internet stacjonarny
863,wizyta,2,internet stacjonarny
864,montażystę,1,internet stacjonarny
865,chwili,8,internet stacjonarny
866,dwóch,11,internet stacjonarny
867,znaczysz,1,internet stacjonarny
868,muszą,2,internet stacjonarny
869,rzeczywistość,1,internet stacjonarny
870,wymiana,5,internet stacjonarny
871,komórkę,2,internet stacjonarny
872,duży,1,internet stacjonarny
873,zwiększenie,3,internet stacjonarny
874,niedziałające,1,internet stacjonarny
875,nazywa,4,internet stacjonarny
876,ipad,1,internet stacjonarny
877,komórkowego,18,internet stacjonarny
878,publiczny,2,internet stacjonarny
879,wyłączyła,1,internet stacjonarny
880,problemy,13,internet stacjonarny
881,moderny,2,internet stacjonarny
882,kolejny,1,internet stacjonarny
883,dzisiejszej,1,internet stacjonarny
884,swój,1,internet stacjonarny
885,tablecie,25,internet stacjonarny
886,kuźba,1,internet stacjonarny
887,umówisz,1,internet stacjonarny
888,ogarnie,1,internet stacjonarny
889,zamontowanego,1,internet stacjonarny
890,mordeczko,1,internet stacjonarny
891,dziadostwo,1,internet stacjonarny
892,wyrazić,1,internet stacjonarny
893,jednocześnie,1,internet stacjonarny
894,pomoże,1,internet stacjonarny
895,wytyczy,1,internet stacjonarny
896,dźwięku,1,internet stacjonarny
897,klucz,1,internet stacjonarny
898,wyglądać,1,internet stacjonarny
899,zwanego,1,internet stacjonarny
900,odświeżenie,1,internet stacjonarny
901,ofertę,1,internet stacjonarny
902,liczne,1,internet stacjonarny
903,powiem,1,internet stacjonarny
904,płyta,1,internet stacjonarny
905,modemami,1,internet stacjonarny
906,reconnect,2,internet stacjonarny
907,wyszedł,1,internet stacjonarny
908,godzinie,2,internet stacjonarny
909,kontaktuję,28,internet stacjonarny
910,dosyć,2,internet stacjonarny
911,mamy,40,internet stacjonarny
912,zasilanymi,1,internet stacjonarny
913,oglądać,5,internet stacjonarny
914,czwartej,1,internet stacjonarny
915,czternastą,3,internet stacjonarny
916,trzynastej,1,internet stacjonarny
917,żadnym,1,internet stacjonarny
918,wysłać,2,internet stacjonarny
919,stu,1,internet stacjonarny
920,stracona,1,internet stacjonarny
921,zostawił,1,internet stacjonarny
922,wybacz,1,internet stacjonarny
923,stabilnego,1,internet stacjonarny
924,syn,1,internet stacjonarny
925,power,2,internet stacjonarny
926,produktu,1,internet stacjonarny
927,hi-fi,2,internet stacjonarny
928,wylewanie,1,internet stacjonarny
929,jednym,4,internet stacjonarny
930,szczecinie,2,internet stacjonarny
931,montowany,1,internet stacjonarny
932,łazienki,1,internet stacjonarny
933,telefonii,3,internet stacjonarny
934,słucham,1,internet stacjonarny
935,chciało,1,internet stacjonarny
936,obrazu,3,internet stacjonarny
937,aucie,1,internet stacjonarny
938,przychodzicie,1,internet stacjonarny
939,płynności,1,internet stacjonarny
940,operatorem,1,internet stacjonarny
941,słoneczny,1,internet stacjonarny
942,zestaw,3,internet stacjonarny
943,zwiększyć,2,internet stacjonarny
944,powiedziano,1,internet stacjonarny
945,przestało,1,internet stacjonarny
946,mówię,11,internet stacjonarny
947,mieszkaniu,24,internet stacjonarny
948,będziecie,2,internet stacjonarny
949,naliczono,1,internet stacjonarny
950,powiedz,4,internet stacjonarny
951,kochany,1,internet stacjonarny
952,wprowadzić,1,internet stacjonarny
953,czekam,1,internet stacjonarny
954,umowie,4,internet stacjonarny
955,viking,1,internet stacjonarny
956,nikogo,2,internet stacjonarny
957,zamawiaj,1,internet stacjonarny
958,dziwnie,1,internet stacjonarny
959,przyszłam,1,internet stacjonarny
960,modern,2,internet stacjonarny
961,ruda,1,internet stacjonarny
962,abonament,3,internet stacjonarny
963,net,1,internet stacjonarny
964,model,14,internet stacjonarny
965,umowę,9,internet stacjonarny
966,matką,1,internet stacjonarny
967,wejdzie,1,internet stacjonarny
968,sekund,1,internet stacjonarny
969,urlopu,1,internet stacjonarny
970,wykonanej,1,internet stacjonarny
971,potrzebujemy,2,internet stacjonarny
972,ucieka,1,internet stacjonarny
973,mówisz,1,internet stacjonarny
974,stara,1,internet stacjonarny
975,droga,1,internet stacjonarny
976,obydwóch,1,internet stacjonarny
977,dzielić,1,internet stacjonarny
978,wyłączony,3,internet stacjonarny
979,wróć,1,internet stacjonarny
980,połącz,8,internet stacjonarny
981,dzido,1,internet stacjonarny
982,podchodzi,1,internet stacjonarny
983,miesiąc,1,internet stacjonarny
984,uczennica,1,internet stacjonarny
985,patyna,1,internet stacjonarny
986,drukarka,1,internet stacjonarny
987,okazał,1,internet stacjonarny
988,ciągiem,1,internet stacjonarny
989,godzin,2,internet stacjonarny
990,optyczny,1,internet stacjonarny
991,jedenastą,1,internet stacjonarny
992,zabierze,1,internet stacjonarny
993,urządzeniu,1,internet stacjonarny
994,reinstalacje,1,internet stacjonarny
995,wirtualną,4,internet stacjonarny
996,modemie,14,internet stacjonarny
997,masz,3,internet stacjonarny
998,kamienna,1,internet stacjonarny
999,gadomski,1,internet stacjonarny
1000,daj,1,internet stacjonarny
1001,podanym,1,internet stacjonarny
1002,czego,6,internet stacjonarny
1003,odbioru,9,internet stacjonarny
1004,możliwości,3,internet stacjonarny
1005,zmieniłam,2,internet stacjonarny
1006,mojego,9,internet stacjonarny
1007,uwierzytelniania,1,internet stacjonarny
1008,mieszkania,6,internet stacjonarny
1009,botem,1,internet stacjonarny
1010,pilną,1,internet stacjonarny
1011,zrobić,9,internet stacjonarny
1012,dom,5,internet stacjonarny
1013,wyjść,2,internet stacjonarny
1014,pewien,2,internet stacjonarny
1015,wchodzi,3,internet stacjonarny
1016,mieszkanie,2,internet stacjonarny
1017,babą,1,internet stacjonarny
1018,trwanie,1,internet stacjonarny
1019,uruchomić,1,internet stacjonarny
1020,wyjaśnić,1,internet stacjonarny
1021,kupiłam,1,internet stacjonarny
1022,spierdalaj,1,internet stacjonarny
1023,uszkodzony,9,internet stacjonarny
1024,nieczynny,1,internet stacjonarny
1025,przebywającego,1,internet stacjonarny
1026,domu,222,internet stacjonarny
1027,awarię,8,internet stacjonarny
1028,światłowody,2,internet stacjonarny
1029,kontaktach,1,internet stacjonarny
1030,srogiej,1,internet stacjonarny
1031,komputera,19,internet stacjonarny
1032,limit,2,internet stacjonarny
1033,odważ,1,internet stacjonarny
1034,philco,1,internet stacjonarny
1035,słupia,1,internet stacjonarny
1036,zmienili,1,internet stacjonarny
1037,dębowe,1,internet stacjonarny
1038,znak,1,internet stacjonarny
1039,możliwością,1,internet stacjonarny
1040,próbowanie,1,internet stacjonarny
1041,kablową,2,internet stacjonarny
1042,przeszkadzaj,1,internet stacjonarny
1043,budzi,1,internet stacjonarny
1044,przestały,1,internet stacjonarny
1045,komórkowej,1,internet stacjonarny
1046,stacjonarnym,61,internet stacjonarny
1047,głupi,1,internet stacjonarny
1048,sprawę,4,internet stacjonarny
1049,miała,1,internet stacjonarny
1050,generalnego,1,internet stacjonarny
1051,powtarzać,5,internet stacjonarny
1052,zmiennym,1,internet stacjonarny
1053,pracuje,7,internet stacjonarny
1054,udać,1,internet stacjonarny
1055,mieszkań,1,internet stacjonarny
1056,garaż,1,internet stacjonarny
1057,stacja,9,internet stacjonarny
1058,przyczyna,1,internet stacjonarny
1059,robotnicze,1,internet stacjonarny
1060,abonamencie,1,internet stacjonarny
1061,payu,1,internet stacjonarny
1062,chciałam,31,internet stacjonarny
1063,maszyny,2,internet stacjonarny
1064,tmobile,1,internet stacjonarny
1065,gada,1,internet stacjonarny
1066,internetem,88,internet stacjonarny
1067,konsultantkę,1,internet stacjonarny
1068,megabajtów,1,internet stacjonarny
1069,telewizorze,23,internet stacjonarny
1070,doskonale,1,internet stacjonarny
1071,los,1,internet stacjonarny
1072,kablowa,11,internet stacjonarny
1073,wtorku,1,internet stacjonarny
1074,działającego,2,internet stacjonarny
1075,urządzaniem,1,internet stacjonarny
1076,telefonu,131,internet stacjonarny
1077,obsługiwać,1,internet stacjonarny
1078,syfi,1,internet stacjonarny
1079,gizów,1,internet stacjonarny
1080,wieści,1,internet stacjonarny
1081,popsucia,1,internet stacjonarny
1082,okna,1,internet stacjonarny
1083,plus,22,internet stacjonarny
1084,kablówka,9,internet stacjonarny
1085,dostawy,1,internet stacjonarny
1086,robocie,2,internet stacjonarny
1087,zabezpieczeń,1,internet stacjonarny
1088,zresetować,1,internet stacjonarny
1089,kodeksu,1,internet stacjonarny
1090,czasie,1,internet stacjonarny
1091,sieciowej,1,internet stacjonarny
1092,stary,1,internet stacjonarny
1093,cesjonariusza,1,internet stacjonarny
1094,sarny,2,internet stacjonarny
1095,kablowego,7,internet stacjonarny
1096,mechanika,1,internet stacjonarny
1097,wygląda,1,internet stacjonarny
1098,interes,1,internet stacjonarny
1099,dowiedzieć,34,internet stacjonarny
1100,flag,1,internet stacjonarny
1101,zalet,1,internet stacjonarny
1102,online,1,internet stacjonarny
1103,stację,2,internet stacjonarny
1104,kręci,1,internet stacjonarny
1105,senatu,1,internet stacjonarny
1106,telewizora,17,internet stacjonarny
1107,auto,1,internet stacjonarny
1108,przypomnieć,1,internet stacjonarny
1109,kable,1,internet stacjonarny
1110,pytanie,2,internet stacjonarny
1111,parametrów,1,internet stacjonarny
1112,zakupiony,1,internet stacjonarny
1113,telewizją,21,internet stacjonarny
1114,karta,4,internet stacjonarny
1115,premium,1,internet stacjonarny
1116,abonamentu,1,internet stacjonarny
1117,działań,1,internet stacjonarny
1118,bezprzewodowy,11,internet stacjonarny
1119,dywizji,1,internet stacjonarny
1120,płacę,3,internet stacjonarny
1121,firma,2,internet stacjonarny
1122,zośka,1,internet stacjonarny
1123,cedrowa,1,internet stacjonarny
1124,jakiegoś,4,internet stacjonarny
1125,lubię,1,internet stacjonarny
1126,magik,1,internet stacjonarny
1127,mieszka,2,internet stacjonarny
1128,tatarczana,1,internet stacjonarny
1129,koperta,1,internet stacjonarny
1130,bystre,1,internet stacjonarny
1131,kontakt,5,internet stacjonarny
1132,niewłaściwie,1,internet stacjonarny
1133,numer,19,internet stacjonarny
1134,potężna,1,internet stacjonarny
1135,córka,2,internet stacjonarny
1136,doradcą,3,internet stacjonarny
1137,możemy,4,internet stacjonarny
1138,notę,1,internet stacjonarny
1139,dołączył,1,internet stacjonarny
1140,routerów,3,internet stacjonarny
1141,niepełna,1,internet stacjonarny
1142,świdwin,1,internet stacjonarny
1143,tyle,6,internet stacjonarny
1144,państwa,8,internet stacjonarny
1145,kandydat,1,internet stacjonarny
1146,dekoderze,3,internet stacjonarny
1147,mamą,1,internet stacjonarny
1148,wyskakuje,2,internet stacjonarny
1149,zainstalowanie,1,internet stacjonarny
1150,leżę,1,internet stacjonarny
1151,poczekam,1,internet stacjonarny
1152,podała,1,internet stacjonarny
1153,dział,1,internet stacjonarny
1154,kurzu,1,internet stacjonarny
1155,kontaktu,2,internet stacjonarny
1156,dotarło,1,internet stacjonarny
1157,sławni,1,internet stacjonarny
1158,zamówić,1,internet stacjonarny
1159,zawiera,1,internet stacjonarny
1160,dać,1,internet stacjonarny
1161,prywatny,1,internet stacjonarny
1162,pro,1,internet stacjonarny
1163,występuje,2,internet stacjonarny
1164,powinny,1,internet stacjonarny
1165,stały,5,internet stacjonarny
1166,powiedziałabyś,1,internet stacjonarny
1167,dzwonił,2,internet stacjonarny
1168,siłę,1,internet stacjonarny
1169,fakturę,1,internet stacjonarny
1170,cicho,2,internet stacjonarny
1171,znaleźć,2,internet stacjonarny
1172,kłopoty,1,internet stacjonarny
1173,ustawić,2,internet stacjonarny
1174,urwa,1,internet stacjonarny
1175,pur,1,internet stacjonarny
1176,podam,1,internet stacjonarny
1177,reset,1,internet stacjonarny
1178,otworzyć,1,internet stacjonarny
1179,znalazłam,1,internet stacjonarny
1180,godzina,2,internet stacjonarny
1181,dzwonić,2,internet stacjonarny
1182,wizja,1,internet stacjonarny
1183,prędkości,5,internet stacjonarny
1184,bliskiej,1,internet stacjonarny
1185,nowością,1,internet stacjonarny
1186,puszcza,1,internet stacjonarny
1187,bogdanki,1,internet stacjonarny
1188,zestawie,1,internet stacjonarny
1189,wyzbycie,1,internet stacjonarny
1190,stałego,28,internet stacjonarny
1191,kuty,1,internet stacjonarny
1192,głucha,2,internet stacjonarny
1193,intymne,1,internet stacjonarny
1194,poprzez,1,internet stacjonarny
1195,nieodpowiedni,1,internet stacjonarny
1196,szybko,1,internet stacjonarny
1197,niedziałający,1,internet stacjonarny
1198,każesz,1,internet stacjonarny
1199,głupia,2,internet stacjonarny
1200,wymieniono,1,internet stacjonarny
1201,skończyła,1,internet stacjonarny
1202,jednego,8,internet stacjonarny
1203,zakupie,1,internet stacjonarny
1204,zanika,4,internet stacjonarny
1205,łobez,1,internet stacjonarny
1206,reszta,1,internet stacjonarny
1207,zwiększenia,1,internet stacjonarny
1208,rejonie,1,internet stacjonarny
1209,nieco,2,internet stacjonarny
1210,bezprzewodowej,1,internet stacjonarny
1211,ardesów,1,internet stacjonarny
1212,wszędzie,3,internet stacjonarny
1213,sprawcą,1,internet stacjonarny
1214,kwestia,3,internet stacjonarny
1215,rozmawiasz,1,internet stacjonarny
1216,usługowym,1,internet stacjonarny
1217,mecze,2,internet stacjonarny
1218,zakończeniu,1,internet stacjonarny
1219,n,1,internet stacjonarny
1220,skuli,1,internet stacjonarny
1221,konfiguracji,6,internet stacjonarny
1222,rozmawiałam,1,internet stacjonarny
1223,próbuję,1,internet stacjonarny
1224,monit,1,internet stacjonarny
1225,połknąć,1,internet stacjonarny
1226,grzęba,1,internet stacjonarny
1227,zamieszkania,2,internet stacjonarny
1228,lekcji,1,internet stacjonarny
1229,mogę,68,internet stacjonarny
1230,założyć,7,internet stacjonarny
1231,hasło,142,internet stacjonarny
1232,pytam,1,internet stacjonarny
1233,włącz,1,internet stacjonarny
1234,żółtew,1,internet stacjonarny
1235,ściąga,1,internet stacjonarny
1236,świadczenie,1,internet stacjonarny
1237,dekoderem,2,internet stacjonarny
1238,skończy,1,internet stacjonarny
1239,niesiołowskiego,1,internet stacjonarny
1240,pozostawieniem,1,internet stacjonarny
1241,niedźwiednik,1,internet stacjonarny
1242,haśle,2,internet stacjonarny
1243,napięcia,2,internet stacjonarny
1244,parę,1,internet stacjonarny
1245,cyfrowej,3,internet stacjonarny
