﻿customerInput;category
kanałów sportowych chyba chodzi zadłużenie;dtv
kanałów telewizji internetu;dtv
kanałów telewizyjnych;dtv
kanałów telewizyjnych wykupionego pakietu;dtv
kanałów telewizyjnych odbiorników;dtv
kanałów telewizyjnych odbiorniku;dtv
kanałów tv;dtv
kanałów abonamencie;dtv
kanałów telewizorze;dtv
kanału;dtv
kanału łut;dtv
kanału plus niezgodnie umową;dtv
kanału telewizyjnego;dtv
kodu netflixa;netflix
kompetencji;skarga
komunikacji sztuczną inteligencją;skarga
konfiguracji urządzenia modemu internetowego;internet stacjonarny
kontaktu telewizji;dtv
kontaktu obsługą klienta;skarga
kwitków zapłaty abonamentu;saldo
łączności telewizją internetem;dtv
odnośnie zwrotu sprzętu;zwrot sprzętu
internetu mieszka domu;internet stacjonarny
wiem awaria sygnału dekoderze prostu odbieram telewizji;dtv
telewizji telefonu internetu;dtv
możliwości nagrywania dekoderze;dtv
możliwości odbioru kanału fixa;dtv
możliwości połączenia telewizją pilota;internet stacjonarny
możliwości przeniesienia usług;przeniesienie usług
możliwości zalogowania telewizji online;tv online
naliczenia rabatu fakturze;płatności
niektórych kanałów telewizyjnych;dtv
niektórych kanałów telewizyjnych odbiorniku;dtv
numeru zapłacenia rachunku;saldo
obrazów ekranie telewizora;dtv
obrazu programu;dtv
obrazu sygnału dzwonię;dtv
obrazu ogóle telewizja działa kochana telewizja tydzień;dtv
obrazu telewizji drugi kolei;dtv
obrazu telewizji wiem awaria;dtv
obrazu telewizji sygnału sygnału;dtv
obrazu telewizji telewizorze;dtv
wczoraj dwudziestej trzeciej zasięgu telewizji;dtv
odbioru sygnału;dtv
odbioru ekranie zaprogramowano odbioru programu;dtv
odbioru programów telewizyjnych telewizorze;dtv
odbioru programu czarny ekran;dtv
odbioru telewizji;dtv
odbioru telewizji błąd;dtv
odbioru telewizji internetu;dtv
odbioru telewizji wczorajszego;dtv
odbioru telewizji dwóch dni;dtv
odbioru telewizji satelitarnej;dtv
odbioru telewizji kablowej;dtv
odbioru telewizji państwa;dtv
odbioru telewizora;dtv
odbioru waszej telewizji;dtv
opłaconego kanałów telewizji;dtv
opłaty rachunku dojścia fixa;saldo
otrzymania kart zgodnie warunkami umowy;skarga
pakietu hbo;hbo
abonamentu telewizji kablowej tygodnie;dtv
papierowej faktury;płatności
pełnej prędkości wifi;internet stacjonarny
połączenia;internet stacjonarny
połączenia przesyłu;internet stacjonarny
połączenia dekodera telewizją cytrowa;internet stacjonarny
połączenia internetowego;internet stacjonarny
połączenia internetowego telewizyjnego;internet stacjonarny
połączenia internetowego łąkach;internet stacjonarny
połączenia internetu;internet stacjonarny
połączenia internetu telewizja;internet stacjonarny
połączenia internetu telewizji;internet stacjonarny
połączenia internetu laptopem;internet stacjonarny
połączenia modemem druga drukarką;internet stacjonarny
połączenia sieciowego;internet stacjonarny
połączenia telefonicznego telefonu;internet stacjonarny
połączenia telewizji;internet stacjonarny
połączenia telewizji wifi wykrywa;internet stacjonarny
połączenia telewizora modemem;internet stacjonarny
połączenia ogóle całkowity telewizji telewizji internetu wszystkiego;internet stacjonarny
połączenia routerze;internet stacjonarny
połączenia telewizorze kontaktu;internet stacjonarny
połączenia wifi;internet stacjonarny
połączenia wifi dekodera urządzeń mieszkaniu;internet stacjonarny
połączenia wifi domu pakietu internet rozłączało czas przedłużałem niedawno umowę dni temu;internet stacjonarny
połączenia internetem sygnału telewizyjnego;internet stacjonarny
połączenia internetem stacjonarnym;internet stacjonarny
połączenia internetem stacjonarnym programów ogóle;internet stacjonarny
połączenia internetem stacjonarnym sygnału telefonie domowym;internet stacjonarny
połączenia internetem telewizji telewizji;internet stacjonarny
połączenia internetem jednym telewizor;internet stacjonarny
połączenia internetem telewizorze;internet stacjonarny
połączenia routerem;internet stacjonarny
połączenia serwerem;internet stacjonarny
połączenia siecią;internet stacjonarny
połączenia siecią wifi;internet stacjonarny
połączenia telefonem domowym;telefon stacjonarny
połączenia telefonem stacjonarnym;telefon stacjonarny
połączenia telefonu domowego skarpa;telefon stacjonarny
połączenia wifi telewizji;internet stacjonarny
pomocy komunikacji dekodera;dtv
programów żychlin;dtv
programów anioł rzekł pieniądze obsługi;dtv
programów błąd podłączonego dekodera;dtv
programów internetu robotnicza;dtv
programów wizji;dtv
programów medyk uderzy;dtv
programów dekoderze;dtv
programów kablówce;dtv
programów niektórych;dtv
programów pakietów;dtv
programów reklamacją;dtv
programów telewizji internetu;dtv
programów telewizji błąd;dtv
programów telewizyjnych;dtv
programów telewizyjnych internetu;dtv
programów telewizyjnych internetu stacjonarnego;internet stacjonarny
programów telewizyjnych jeżdżąc;dtv
programów telewizyjnych podstawowe;dtv
programów telewizyjnych telewizja cyfrowa;dtv
programów trzech;dtv
programów tvp kulturę;dtv
programów telewizji domowego;dtv
programów telewizorze;dtv
programów wzmocni;dtv
programu telewizor;dtv
programu słaby sygnał nadawany;dtv
programu polsat;dtv
programu spytał;dtv
programu telewizji kablowej;dtv
programu telewizyjnego;dtv
programu telewizyjnego godziny;dtv
programu telewizji;dtv
przekazów opłaty;saldo
przewodnika programach dwóch telewizora jesteś;dtv
rabatu fakturze;płatności
rachunków płacenia;saldo
rachunków papierowy;saldo
rachunku płatności faktury papierowej;saldo
roamingu;telefon mobilny
sieci połączenia telewizji;internet stacjonarny
sieci wifi;internet stacjonarny
technicznych bramkę działa telewizji;dtv
stacjonarnego internetu;internet stacjonarny
sygnału antenowego;dtv
sygnału arctowskiego;dtv
sygnału awaria;dtv
sygnału awaria wrzeszcz lubsku;dtv
sygnału internetu telewizji powiedzieć;dtv
sygnału sygnału sieci internetu telewizji;dtv
sygnału sygnału telewizorze;dtv
sygnału sygnału góry dół wiem ustawić telewizor;dtv
sygnału telewizji internetu;dtv
sygnału dekodera;dtv
sygnału telewizora;dtv
sygnału goleniów słowackiego;dtv
sygnału hdmi;dtv
sygnału pisze telewizora dwóch godzin sygnału sygnału czas prostą kablówką;dtv
sygnału głos piwna;dtv
sygnału internetowego telewizyjnego;dtv
sygnału internetu sygnału telewizji;dtv
sygnału internetu telewizji;dtv
sygnału internetu telewizora międzyrzeczu;dtv
sygnału wyświetla wiem prosimy;dtv
sygnału dni temu miałam założony dekoder mamy wczoraj sygnału;dtv
sygnału odbierał normalnie czego działo sygnału;dtv
sygnału nazwisko kowalczyk świętochłowice województwo śląskie ulica sportowa;dtv
sygnału mówię;dtv
sygnału dekoderze;dtv
sygnału odbiorniku telewizyjnym;dtv
sygnału sieci stacjonarnej;internet stacjonarny
sygnału telewizorze;dtv
sygnału nagle telewizorze dzieje;dtv
sygnału programów;dtv
sygnału mogę odbierać telewizji;dtv
sygnału dziesięciu godzin;dtv
sygnału północy telewizora telewizji internetu;dtv
sygnału wczoraj;dtv
sygnału programów telewizyjnych internetu;dtv
sygnału radiowego;dtv
sygnału telewizja;dtv
sygnału telewizja internetu;dtv
sygnału telewizji sygnału internetu;dtv
sygnału telewizji sygnału internetu kompletnie wczoraj przedwczoraj samo;dtv
sygnału telewizji sygnału telewizji telefonu stacjonarnego;telefon stacjonarny
sygnału telewizji braku internetu;dtv
sygnału telewizji internetu telefonu domowego stacjonarnego;internet stacjonarny
sygnału telewizji kablowej;dtv
sygnału telewizji kablowej domowej;dtv
sygnału telewizji kablowej internetu;dtv
sygnału telewizji kablowej zadłużenia;dtv
sygnału telewizji kablowej internetu kablowego;dtv
sygnału telewizji kablowej rybniku;dtv
sygnału telewizji ulicy słowackiego;dtv
sygnału telewizji półtorej godziny;dtv
sygnału telewizji telewizyjnego;dtv
sygnału telewizji dekoderze internetu;dtv
sygnału telewizji ulica kwiatowa mieszkanie;dtv
sygnału telewizji rybniku;dtv
sygnału telewizor;dtv
sygnału telewizora sygnałów internetu;dtv
sygnału telewizyjnego abonenta;dtv
sygnału telewizyjnego internetu;dtv
sygnału telewizyjnego internet;dtv
sygnału telewizyjnego internetowego;dtv
sygnału telewizyjnego jelenia góra szymanowskiego;dtv
sygnału telewizyjnego słabe połączenie;dtv
sygnału telewizyjnego znaczy;dtv
sygnału ciągu pół któryś kolei proszę odpowiedź awaria trwało;dtv
sygnału tv;dtv
sygnału tv internetu;dtv
sygnału domu telewizji;dtv
sygnału telewizorze mieszkam ulicy puszkina mieszkania;dtv
sygnału telewizja internet;dtv
sygnału bielsku-białej ulicy sobieskiego c programów;dtv
sygnału dekoderze odbiera telewizja internet;dtv
sygnału dekoderze telewizji;dtv
sygnału słowackiego;dtv
sygnału internecie telewizji dami;dtv
sygnału abonentem sygnału dekoderze;dtv
sygnału ulica gliwicka;dtv
sygnału miejscowości;dtv
sygnału odbiorze telewizji;dtv
sygnału odbiorze telewizora;dtv
sygnału rybniku;dtv
sygnału sieci;dtv
sygnału telef telewizji internecie mieszkaniu;dtv
sygnału telefonie telewizji internetu staszów kilińskiego;dtv
sygnału telewizji stało linii sieci awaria;dtv
sygnału telewizji chyba dekoder działa wczoraj włącza;dtv
sygnału telewizji internecie;dtv
sygnału telewizji wifi;dtv
sygnału telewizji knurowie;dtv
sygnału telewizji awaria mamy sygnału;dtv
sygnału telewizji wczoraj;dtv
sygnału telewizji wczoraj miała komunikat wieczorem normalnie sygnał wprowadzony pory;dtv
sygnału telewizorze telewizji;dtv
sygnału telewizorze internecie;dtv
sygnału telewizorze kablówce;dtv
sygnału wideo;dtv
sygnału wszystkiego obrazy sygnału;dtv
sygnału wybija ekranie;dtv
sygnału dekodera ekranie;dtv
sygnału dekodera telewizyjnego;dtv
środków koncie;telefon mobiny
technika;brak wizyty technika
technika umówiony;brak wizyty technika
technika umówioną godzinę;brak wizyty technika
telefonu domowego telewizji;telefon stacjonarny
telefonu stacjonarnego;telefon stacjonarny
telegazety pierwszym programie telewizji polskie;dtv
telewizji błąd proszę sprawdzić dekory prawidłowo podłączony ogóle;dtv
telewizji internetu telefonu;dtv
telewizji internetu rybnik;dtv
telewizji internetu stacjonarnego;internet stacjonarny
telewizji internetu stacjonarnego wszystkiego waszej strony;internet stacjonarny
telewizji obrazu telewizorze burzy;dtv
telewizji północy telewizji internetu;dtv
telewizji połączenia internetem;internet stacjonarny
telewizji sygnału;dtv
telewizji telewizji programu sygnału;dtv
telewizji ocalał dzielnica ulica drawieńska telewizji;dtv
telewizji cyfrowej;dtv
telewizji domowej internetu;dtv
telewizji głos;dtv
telewizji internetu domowego;internet stacjonarny
telewizji internetu ogólnie;dtv
telewizji telefonu;dtv
telewizji internet;dtv
telewizji internetu drugą brakuje drugiej doby druga zostałem;dtv
telewizji internetu telefonu domowego wyłączyła;internet stacjonarny
telewizji internetu zapłaconego rachunku;dtv
telewizji internetu stacjonarnego ogóle awaria;internet stacjonarny
telewizji internetu czym problem;dtv
telewizji internetu starachowice;dtv
telewizji kablowej;dtv
telewizji kablowej internetu;dtv
telewizji kablowej internetu stacjonarnego;internet stacjonarny
telewizji kanału republika;dtv
telewizji mickiewicza radom;dtv
telewizji ulicy maczka wielkopolskim internetu;dtv
telewizji naziemnej;dtv
telewizji odbiera telewizja internetu;dtv
telewizji non stop brakuje telewizji trochę;dtv
telewizji czterech dni;dtv
telewizji pięciu dni;dtv
telewizji programów;dtv
telewizji wczoraj;dtv
telewizji odbioru telewizji;dtv
telewizji programu sygnału;dtv
telewizji proszę;dtv
telewizji przewodu;dtv
telewizji sprawa techniczna;dtv
telewizji sprawy techniczne;dtv
telewizji stacjonarnej;dtv
telewizji telewizji internetu;dtv
telewizji krzywoustego;dtv
telewizji sygnału blech;dtv
telewizji domu;dtv
telewizji ogóle programów kot;dtv
telewizji ogóle;dtv
telewizji wejherowo kusocińskiego;dtv
telewizji wifi;internet stacjonarny
telewizji wisi;dtv
telewizor telewizji internetu;dtv
tv;dtv
tvn;dtv
uprawnień vod;dtv
usługi hbo;hbo
usługi telewizja internet;dtv
usługi telewizji internetu;dtv
vouchera;netflix
łodzi dekoderze firmy;dtv
ogóle internetu telewizji telefonie stacjonarnym komputerze całkowity;internet stacjonarny
ogóle sygnału telewizji;dtv
ogóle sygnału telewizji internecie;tv online
wifi internetu;internet stacjonarny
wifi internecie;internet stacjonarny
wifi wiatrach;internet stacjonarny
wifi pomieszczenia;internet stacjonarny
wifi telewizji;internet stacjonarny
wifi tv;internet stacjonarny
wifi internetu podłączenia internetu;internet stacjonarny
wifi domu;internet stacjonarny
wifi miejscu zamieszkania;internet stacjonarny
wifi mieszkaniu mogę internetu używać;internet stacjonarny
wizji styl telewizji;dtv
włosów telewizji;dtv
wojsławiec drugi wisi wifi;internet stacjonarny
kanałów telewizji kablowej;dtv
wykonane;skarga
założony telewizji;dtv
zapłaty rachunek;saldo
zasięgu niektórych kanału pory świadczone;dtv
zasięgu telewizji;dtv
zasięgu pokojach wifi;internet stacjonarny
zasilania telewizor telewizji sprawy techniczne;dtv
zasilania telewizji;dtv
zgodności kwoty kwotą fakturze;płatności
braki sygnału telewizji telewizji niemal włącza sygnały;dtv
brakiem chciałem zgłosić ciągle programu ulicy polnej wschodnie;dtv
brakło telewizji internetu;dtv
braku braku telewizji kablowej;dtv
braku faktury;płatności
braku faktury miesiąc;płatności
braku internetu mobilnego kurde stacjonarnego;internet stacjonarny
braku internetu stacjonarnego;internet stacjonarny
braku internetu stacjonarnego telewizji;internet stacjonarny
braku kablowej telewizji internetu;dtv
braku kanału tvn dotychczas miałam wiem wyłączony;dtv
braku odbioru dekoderze;dtv
braku rachunków opłat telewizję;saldo
braku sygnału braku sygnału telewizji;dtv
braku sygnału telewizji;dtv
braku sygnału telewizji telewizji;dtv
braku telefonu domowego braku odpowiedniego narzędzia obsługi telewizji kablowej;telefon stacjonarny
braku telewizji domu;dtv
braku zegara dekoderze;dtv
brakująca faktura systemie e-book;płatności
brakujący pakiet hbo;hbo
brakuje internetu domowego;internet stacjonarny
brakuje internetu wifi;internet stacjonarny
brakuje internetu mobilnego;internet mobilny
brakuje internetu stacjonarnego;internet stacjonarny
brakuje internetu stacjonarnego telewizji stacjonarny;internet stacjonarny
brakuje jednego programu dekoderze;dtv
brakuje kanałów;dtv
brakuje dostępu internetu wifi kabel mogę połączyć telewizji;internet stacjonarny
brakuje faktury miesiąc;płatności
brakuje kanału;dtv
brakuje internetu komórce wifi;internet stacjonarny
brakuje kanałów telewizji problem jedynką dwójką trójką;dtv
brakuje rachunkiem prostu wykasowany;płatności
brakuje programów telewizji;dtv
brakuje rachunku;saldo
brakuje obrazu obrazu prostu telewizji;dtv
brałem celu rachunku;saldo
bre telewizji sygnału;dtv
bregan anteny programu anteny obrazu skacz;dtv
brema bramek rachunku;saldo
brodnica zwrotu sprzętu;zwrot sprzętu
brok telewizji sygnału telewizji;dtv
brzozowa mogę mogę uruchomić telewizora proszę beniów;dtv
brzyście powiedzieli żebym zapłacił ostatni faktury czego zapłacę chodzi wezmę;płatności
budowanie dzwonię prośbą przysłanie kogoś zreperuje telefon komórkowy linii rzucie;telefon mobiny
budynek telewizję;dtv
buk boxa boxa wziąłem programów telewizyjnych boksie;dtv
problem działają kanały zablokowaną telewizja;dtv
dotrzeć dotyczy telewizji;dtv
przenieść internet adres;przeniesienie usług
